type,node_id,parent_id,planet_id,depth,size,x,y,z,image_id
image,,1_node_1,1,,1,6.314536,5.450476,1.7886746,14497.jpg
image,,1_node_1,1,,1,6.504999,5.326883,1.7459689,17928.jpg
image,,1_node_1,1,,1,6.322419,5.299027,1.7674206,12790.jpg
image,,1_node_1,1,,1,6.256162,5.575946,1.7184472,15757.jpg
image,,1_node_1,1,,1,6.5544014,4.7941427,1.5049664,4737.jpg
image,,1_node_1,1,,1,6.599704,5.0122604,1.6486703,5624.jpg
image,,1_node_1,1,,1,6.502705,5.2764974,1.6993829,5081.jpg
image,,1_node_0,1,,1,6.6373076,5.400322,0.97345895,11376.jpg
image,,1_node_0,1,,1,6.4720993,5.4306874,0.95954037,1261.jpg
image,,1_node_0,1,,1,6.164981,5.215328,1.0634843,2581.jpg
image,,1_node_0,1,,1,6.506277,5.2303553,1.1184323,15741.jpg
image,,1_node_0,1,,1,6.630203,5.47834,1.0028281,17217.jpg
image,,1_node_0,1,,1,6.3378077,5.0397615,0.8462025,11660.jpg
image,,1_node_0,1,,1,6.4920197,5.696909,0.9318411,14259.jpg
image,,1_node_0,1,,1,6.2393327,5.2996387,1.0116824,9216.jpg
image,,1_node_0,1,,1,6.2574186,5.274762,1.1553216,2504.jpg
image,,1_node_0,1,,1,6.5889215,5.588381,1.0481102,15531.jpg
image,,1_node_2,1,,1,5.6193824,5.7771535,1.2569541,5205.jpg
image,,1_node_2,1,,1,5.552135,5.970532,1.4286258,4444.jpg
image,,1_node_2,1,,1,5.6303988,5.923795,1.4014853,2949.jpg
image,,1_node_2,1,,1,5.5724835,5.960462,1.366204,3411.jpg
image,,1_node_2,1,,1,5.5752616,5.874103,1.3960853,15038.jpg
image,,1_node_2,1,,1,5.659493,5.6069427,1.121505,7408.jpg
node,planet_2,root,2,0.0,889,13.355119,-8.600269,5.201582,
node,2_node_0,2_node_889,2,,8,12.379719,-10.464704,5.4323845,
node,2_node_1,2_node_891,2,,6,13.34153,-7.5432944,4.734672,
node,2_node_2,2_node_891,2,,12,13.579967,-6.242913,4.531583,
node,2_node_4,2_node_889,2,,8,13.158779,-8.458712,5.7937455,
node,2_node_5,2_node_889,2,,5,13.338791,-6.875087,3.483342,
node,2_node_901,2_node_895,2,,184,13.400897,-8.112595,5.066665,
node,2_node_900,2_node_895,2,,167,13.471912,-8.818746,5.062842,
node,2_node_8,2_node_914,2,,29,14.119693,-6.7227993,4.342943,
node,2_node_9,2_node_889,2,,12,12.777667,-8.307317,5.6561584,
node,2_node_10,2_node_889,2,,5,12.960919,-7.6680746,6.1772866,
node,2_node_11,2_node_926,2,,17,13.346719,-6.537548,4.039037,
node,2_node_12,2_node_926,2,,6,13.438899,-8.03003,6.0423393,
node,2_node_13,2_node_958,2,,6,13.342362,-7.674421,5.9177203,
node,2_node_14,2_node_889,2,,8,13.113863,-7.652217,5.3526335,
node,2_node_15,2_node_957,2,,40,12.891424,-7.7978926,5.736285,
node,2_node_16,2_node_926,2,,5,13.20352,-8.247292,6.8312597,
node,2_node_17,2_node_889,2,,7,13.060213,-7.8748503,6.8420424,
node,2_node_914,2_node_912,2,,47,13.649436,-8.074739,4.8504066,
node,2_node_19,2_node_921,2,,16,13.337592,-8.875204,5.4735274,
node,2_node_20,2_node_914,2,,6,13.296519,-9.43727,5.2141023,
node,2_node_21,2_node_889,2,,6,12.540031,-10.187904,6.3061852,
node,2_node_920,2_node_915,2,,26,12.375689,-10.846273,6.1270366,
node,2_node_23,2_node_957,2,,13,13.796755,-7.744039,3.1554587,
node,2_node_24,2_node_926,2,,12,14.478512,-7.1566906,3.540437,
node,2_node_25,2_node_958,2,,20,14.170799,-7.508625,3.435681,
node,2_node_26,2_node_889,2,,28,13.670008,-7.282518,3.2702243,
node,2_node_27,2_node_913,2,,8,14.162663,-7.065919,3.157033,
node,2_node_921,2_node_915,2,,62,13.6772585,-8.915947,5.203978,
node,2_node_29,2_node_926,2,,10,14.134169,-6.6501093,3.3347466,
node,2_node_30,2_node_889,2,,18,13.230611,-10.894065,5.8842454,
node,2_node_927,2_node_901,2,,134,13.262206,-8.505826,5.3534293,
node,2_node_32,2_node_927,2,,9,13.301294,-10.427535,5.493345,
node,2_node_33,2_node_895,2,,11,13.042191,-10.638013,5.3215566,
node,2_node_34,2_node_913,2,,9,12.790289,-10.569183,5.551843,
node,2_node_928,2_node_913,2,,8,14.4401655,-6.918353,4.0189757,
node,2_node_926,2_node_901,2,,50,13.772583,-7.0587254,4.2981334,
node,2_node_38,2_node_914,2,,12,12.6894455,-10.660665,5.8949237,
node,2_node_892,2_node_891,2,,404,13.425131,-8.551451,5.2188,
node,2_node_939,2_node_921,2,,46,13.7954035,-8.930119,5.1102223,
node,2_node_940,2_node_939,2,,29,13.408755,-10.178119,6.2346997,
node,2_node_941,2_node_939,2,,17,14.454982,-6.8011746,3.1919956,
node,2_node_956,2_node_927,2,,72,13.3667965,-8.796451,5.5200987,
node,2_node_957,2_node_927,2,,53,13.113486,-7.784684,5.1032515,
node,2_node_958,2_node_956,2,,58,13.515288,-8.640332,5.2821712,
node,2_node_959,2_node_956,2,,14,12.751622,-9.443237,6.5057974,
node,2_node_904,2_node_900,2,,7,13.513231,-7.3470798,4.028765,
node,2_node_905,2_node_900,2,,160,13.470102,-8.883133,5.108083,
node,2_node_972,2_node_958,2,,26,13.138143,-9.644051,6.478636,
node,2_node_973,2_node_958,2,,6,13.137479,-9.029151,5.616913,
node,2_node_912,2_node_905,2,,135,13.416899,-8.994847,5.2586565,
node,2_node_913,2_node_905,2,,25,13.75741,-8.279874,4.2949862,
node,2_node_889,planet_2,2,,535,13.372714,-8.466807,5.158038,
node,2_node_891,2_node_889,2,,430,13.425073,-8.438316,5.180304,
node,2_node_915,2_node_912,2,,88,13.292706,-9.486268,5.4766994,
node,2_node_893,2_node_891,2,,8,13.252302,-6.689357,4.5435643,
node,2_node_894,2_node_892,2,,42,13.445585,-8.864787,6.4784946,
node,2_node_895,2_node_892,2,,362,13.422758,-8.515098,5.0726476,
image,,2_node_34,2,,1,12.787362,-10.516249,5.4912486,4210.jpg
image,,2_node_34,2,,1,12.892958,-10.424122,5.6622114,6607.jpg
image,,2_node_34,2,,1,12.834545,-10.6044035,5.494103,12915.jpg
image,,2_node_34,2,,1,12.700047,-10.448066,5.7689295,16962.jpg
image,,2_node_34,2,,1,12.914117,-10.5805,5.4255614,13788.jpg
image,,2_node_34,2,,1,12.917688,-10.542285,5.5797434,16041.jpg
image,,2_node_34,2,,1,12.631503,-10.698131,5.578905,6944.jpg
image,,2_node_34,2,,1,12.654365,-10.7316885,5.5816064,19529.jpg
image,,2_node_34,2,,1,12.780017,-10.577203,5.384275,16074.jpg
image,,2_node_16,2,,1,13.305101,-8.3871155,6.73869,17510.jpg
image,,2_node_16,2,,1,13.22429,-8.284624,6.853021,20016.jpg
image,,2_node_16,2,,1,13.17387,-8.233322,6.834728,2511.jpg
image,,2_node_16,2,,1,13.133525,-8.095584,6.8684187,3796.jpg
image,,2_node_16,2,,1,13.180815,-8.235813,6.861444,14740.jpg
image,,2_node_9,2,,1,12.8786545,-8.255807,5.5433483,5599.jpg
image,,2_node_9,2,,1,12.766426,-8.275678,5.5601325,8867.jpg
image,,2_node_9,2,,1,12.766335,-8.306539,5.70487,10793.jpg
image,,2_node_9,2,,1,12.731946,-8.229127,5.86554,7030.jpg
image,,2_node_9,2,,1,12.822195,-8.307139,5.5102434,10422.jpg
image,,2_node_9,2,,1,12.732843,-8.186294,5.6548977,4708.jpg
image,,2_node_9,2,,1,12.666919,-8.429915,5.637505,8196.jpg
image,,2_node_9,2,,1,12.822436,-8.451272,5.487768,9383.jpg
image,,2_node_9,2,,1,12.908325,-8.2722025,5.7181215,4125.jpg
image,,2_node_9,2,,1,12.665794,-8.25237,5.6210012,7861.jpg
image,,2_node_9,2,,1,12.84413,-8.339013,5.90392,6298.jpg
image,,2_node_9,2,,1,12.725998,-8.38245,5.666556,1676.jpg
image,,2_node_19,2,,1,13.399704,-8.974525,5.1396875,16887.jpg
image,,2_node_19,2,,1,13.437339,-8.924828,5.822186,503.jpg
image,,2_node_19,2,,1,13.407392,-8.779711,5.8789372,15780.jpg
image,,2_node_19,2,,1,13.282103,-8.821544,5.4515676,10670.jpg
image,,2_node_19,2,,1,13.462687,-8.922426,5.3681183,11089.jpg
image,,2_node_19,2,,1,13.321671,-9.031466,5.891861,11277.jpg
image,,2_node_19,2,,1,13.410979,-8.943975,5.111892,19428.jpg
image,,2_node_19,2,,1,13.387512,-8.837266,5.522345,9991.jpg
image,,2_node_19,2,,1,13.231324,-9.122665,5.233648,12508.jpg
image,,2_node_19,2,,1,13.412432,-8.843626,5.145993,10301.jpg
image,,2_node_19,2,,1,13.312114,-8.847532,5.7222486,14099.jpg
image,,2_node_19,2,,1,13.197747,-8.770533,5.451892,3318.jpg
image,,2_node_19,2,,1,13.39399,-8.683185,5.8406777,1930.jpg
image,,2_node_19,2,,1,13.171326,-8.82467,5.250606,4967.jpg
image,,2_node_19,2,,1,13.456629,-8.874758,5.2374697,15171.jpg
image,,2_node_19,2,,1,13.11653,-8.800542,5.507313,4209.jpg
image,,2_node_15,2,,1,12.996517,-7.6445365,5.8268447,9359.jpg
image,,2_node_15,2,,1,12.776118,-7.724948,5.988273,1103.jpg
image,,2_node_15,2,,1,12.827755,-7.8561306,5.5111556,13403.jpg
image,,2_node_15,2,,1,12.774954,-7.998506,5.6336303,13504.jpg
image,,2_node_15,2,,1,12.868244,-7.85203,5.744206,14595.jpg
image,,2_node_15,2,,1,13.1292715,-7.588508,5.8332205,14782.jpg
image,,2_node_15,2,,1,12.936799,-8.019846,5.4801817,10801.jpg
image,,2_node_15,2,,1,12.740511,-7.817254,5.8184247,3219.jpg
image,,2_node_15,2,,1,12.9214945,-7.787334,5.3274307,11151.jpg
image,,2_node_15,2,,1,12.977063,-7.766248,5.9489474,18074.jpg
image,,2_node_15,2,,1,12.762476,-7.9030347,5.814131,15424.jpg
image,,2_node_15,2,,1,12.952343,-7.571321,5.9331203,8056.jpg
image,,2_node_15,2,,1,12.710298,-8.036298,5.88025,18808.jpg
image,,2_node_15,2,,1,13.080506,-8.112728,5.6218944,15813.jpg
image,,2_node_15,2,,1,12.982907,-7.915437,5.358485,18603.jpg
image,,2_node_15,2,,1,13.024044,-7.4811583,5.798757,16133.jpg
image,,2_node_15,2,,1,13.057431,-7.562654,5.8977947,11706.jpg
image,,2_node_15,2,,1,12.712165,-7.8595443,5.772183,13861.jpg
image,,2_node_15,2,,1,12.78721,-7.8919005,5.772265,8194.jpg
image,,2_node_15,2,,1,12.775753,-8.021952,5.5590744,11333.jpg
image,,2_node_15,2,,1,12.996362,-7.5008526,5.793212,9185.jpg
image,,2_node_15,2,,1,13.007077,-7.7000284,5.8074937,17966.jpg
image,,2_node_15,2,,1,12.803756,-7.676937,5.8123,18541.jpg
image,,2_node_15,2,,1,12.908526,-7.8260407,6.0003324,6937.jpg
image,,2_node_15,2,,1,12.875159,-7.5464525,5.717886,1520.jpg
image,,2_node_15,2,,1,13.112836,-7.5399013,5.657879,5410.jpg
image,,2_node_15,2,,1,12.768857,-8.045142,5.5863566,12209.jpg
image,,2_node_15,2,,1,12.703223,-7.83432,5.9933834,1894.jpg
image,,2_node_15,2,,1,12.711665,-7.7268085,5.8202925,19609.jpg
image,,2_node_15,2,,1,12.670135,-7.85963,5.8411655,11629.jpg
image,,2_node_15,2,,1,13.037921,-7.763304,6.063353,16956.jpg
image,,2_node_15,2,,1,12.766046,-8.092733,5.602993,10993.jpg
image,,2_node_15,2,,1,13.188929,-7.818168,5.5459538,5210.jpg
image,,2_node_15,2,,1,13.018738,-7.4939957,5.691509,18253.jpg
image,,2_node_15,2,,1,12.722931,-7.840968,5.7113705,6568.jpg
image,,2_node_15,2,,1,12.838049,-7.8716097,5.6162653,19197.jpg
image,,2_node_15,2,,1,12.933597,-7.8446765,5.400183,17670.jpg
image,,2_node_15,2,,1,12.881103,-7.991315,5.469132,2797.jpg
image,,2_node_15,2,,1,13.210427,-7.598123,5.8573833,1998.jpg
image,,2_node_15,2,,1,12.707746,-7.933347,5.9426937,10664.jpg
image,,2_node_4,2,,1,13.11735,-8.390725,5.633558,11280.jpg
image,,2_node_4,2,,1,13.097835,-8.434665,5.8026037,5548.jpg
image,,2_node_4,2,,1,13.083498,-8.625462,5.9141345,19523.jpg
image,,2_node_4,2,,1,13.208684,-8.587206,5.813829,12136.jpg
image,,2_node_4,2,,1,13.182064,-8.437956,5.8171973,8187.jpg
image,,2_node_4,2,,1,13.370592,-8.547064,5.9829187,10616.jpg
image,,2_node_4,2,,1,13.049762,-8.247136,5.7071724,5636.jpg
image,,2_node_4,2,,1,13.160443,-8.399473,5.67855,8942.jpg
image,,2_node_1,2,,1,13.419636,-7.6229177,4.8023067,5573.jpg
image,,2_node_1,2,,1,13.238047,-7.7289734,5.03934,2440.jpg
image,,2_node_1,2,,1,13.367618,-7.7712936,4.6466155,1880.jpg
image,,2_node_1,2,,1,13.384154,-7.433667,4.709335,13257.jpg
image,,2_node_1,2,,1,13.278901,-7.38305,4.654594,14466.jpg
image,,2_node_1,2,,1,13.360831,-7.3198624,4.5558395,16785.jpg
image,,2_node_12,2,,1,13.297604,-8.05001,6.0255175,7398.jpg
image,,2_node_12,2,,1,13.541916,-8.110611,6.0626388,15795.jpg
image,,2_node_12,2,,1,13.415796,-8.003923,5.970949,3999.jpg
image,,2_node_12,2,,1,13.378663,-8.04599,6.031225,16517.jpg
image,,2_node_12,2,,1,13.54907,-8.07687,6.108004,13980.jpg
image,,2_node_12,2,,1,13.450347,-7.892777,6.0557,6447.jpg
image,,2_node_10,2,,1,12.933408,-7.718614,6.19912,10446.jpg
image,,2_node_10,2,,1,12.924764,-7.6870027,6.1580415,1789.jpg
image,,2_node_10,2,,1,12.94437,-7.670024,6.1131277,7090.jpg
image,,2_node_10,2,,1,12.935684,-7.6852727,6.0828834,8138.jpg
image,,2_node_10,2,,1,13.066371,-7.57946,6.3332596,17616.jpg
image,,2_node_13,2,,1,13.364511,-7.6878805,5.9262037,17283.jpg
image,,2_node_13,2,,1,13.276333,-7.631733,5.756623,16771.jpg
image,,2_node_13,2,,1,13.367217,-7.7415905,5.9240527,5388.jpg
image,,2_node_13,2,,1,13.434281,-7.7485194,5.9241214,6704.jpg
image,,2_node_13,2,,1,13.365338,-7.657967,5.9911256,16712.jpg
image,,2_node_13,2,,1,13.246501,-7.578833,5.984196,7180.jpg
image,,2_node_17,2,,1,13.077201,-7.8526826,6.8520107,13384.jpg
image,,2_node_17,2,,1,13.070139,-7.9366937,6.721257,18015.jpg
image,,2_node_17,2,,1,13.035856,-7.811261,6.893726,7535.jpg
image,,2_node_17,2,,1,13.054888,-7.8842916,6.8497305,12627.jpg
image,,2_node_17,2,,1,13.017769,-7.8666945,6.861839,19162.jpg
image,,2_node_17,2,,1,13.072606,-7.884476,6.859521,17624.jpg
image,,2_node_17,2,,1,13.093033,-7.887847,6.856213,13934.jpg
image,,2_node_14,2,,1,13.254636,-7.925525,5.3327193,4460.jpg
image,,2_node_14,2,,1,13.150292,-7.511595,5.3429856,12897.jpg
image,,2_node_14,2,,1,13.093902,-7.7777286,5.4661026,7502.jpg
image,,2_node_14,2,,1,13.148852,-7.7155275,5.28458,19580.jpg
image,,2_node_14,2,,1,13.008559,-7.393292,5.4422126,3510.jpg
image,,2_node_14,2,,1,12.9536705,-7.505502,5.3973536,5906.jpg
image,,2_node_14,2,,1,13.326441,-7.782393,5.1303554,4884.jpg
image,,2_node_14,2,,1,12.974549,-7.606172,5.4247603,16356.jpg
image,,2_node_21,2,,1,12.573108,-10.090302,6.352398,504.jpg
image,,2_node_21,2,,1,12.493406,-10.28131,6.376824,17435.jpg
image,,2_node_21,2,,1,12.451992,-10.430743,6.3275313,3857.jpg
image,,2_node_21,2,,1,12.487704,-10.035384,6.182062,16150.jpg
image,,2_node_21,2,,1,12.6182575,-10.153692,6.406304,4316.jpg
image,,2_node_21,2,,1,12.615717,-10.135991,6.1919923,19964.jpg
image,,2_node_0,2,,1,12.315309,-10.259471,5.387013,4159.jpg
image,,2_node_0,2,,1,12.497523,-10.6018915,5.454211,3676.jpg
image,,2_node_0,2,,1,12.495858,-10.727834,5.440182,6411.jpg
image,,2_node_0,2,,1,12.350324,-10.5307255,5.4698496,17661.jpg
image,,2_node_0,2,,1,12.26242,-10.378197,5.485175,13223.jpg
image,,2_node_0,2,,1,12.468129,-10.700643,5.4421105,3599.jpg
image,,2_node_0,2,,1,12.2993145,-10.149579,5.425444,1252.jpg
image,,2_node_0,2,,1,12.348867,-10.369286,5.3550873,27.jpg
image,,2_node_20,2,,1,13.33629,-9.481183,5.401582,8982.jpg
image,,2_node_20,2,,1,13.351356,-9.329231,5.1408067,18453.jpg
image,,2_node_20,2,,1,13.2875595,-9.496044,5.176721,18941.jpg
image,,2_node_20,2,,1,13.347422,-9.404591,5.002823,16034.jpg
image,,2_node_20,2,,1,13.1986065,-9.329167,5.2312217,17511.jpg
image,,2_node_20,2,,1,13.257877,-9.583406,5.331459,15740.jpg
image,,2_node_38,2,,1,12.567729,-10.544488,5.9733458,7840.jpg
image,,2_node_38,2,,1,12.603349,-10.606517,5.789922,8791.jpg
image,,2_node_38,2,,1,12.546976,-10.406501,6.022226,12069.jpg
image,,2_node_38,2,,1,12.763562,-10.601722,5.8984785,12903.jpg
image,,2_node_38,2,,1,12.575693,-10.69558,5.8396635,1133.jpg
image,,2_node_38,2,,1,12.631889,-10.745542,5.8618875,13656.jpg
image,,2_node_38,2,,1,12.827242,-10.786083,5.960532,5774.jpg
image,,2_node_38,2,,1,12.879206,-10.8508835,5.9156895,2539.jpg
image,,2_node_38,2,,1,12.660221,-10.862479,5.875288,1925.jpg
image,,2_node_38,2,,1,12.708321,-10.464058,5.8188334,15155.jpg
image,,2_node_38,2,,1,12.825503,-10.812598,5.9351254,16669.jpg
image,,2_node_38,2,,1,12.68365,-10.551526,5.8480973,16598.jpg
image,,2_node_30,2,,1,13.27554,-10.865872,5.769596,19988.jpg
image,,2_node_30,2,,1,13.315216,-10.833381,5.639418,4378.jpg
image,,2_node_30,2,,1,13.25692,-10.92358,6.00062,5084.jpg
image,,2_node_30,2,,1,13.167083,-10.975348,5.9575768,11355.jpg
image,,2_node_30,2,,1,13.291724,-10.795546,6.1884184,9739.jpg
image,,2_node_30,2,,1,13.053156,-10.990002,5.9851785,11118.jpg
image,,2_node_30,2,,1,13.185135,-10.969689,5.707266,19400.jpg
image,,2_node_30,2,,1,13.143132,-10.96742,5.6288304,11898.jpg
image,,2_node_30,2,,1,13.205647,-10.898315,5.8183913,1899.jpg
image,,2_node_30,2,,1,13.020798,-10.851132,5.9963217,7537.jpg
image,,2_node_30,2,,1,13.416639,-10.799237,5.9114356,10324.jpg
image,,2_node_30,2,,1,13.336463,-10.868855,5.934669,8798.jpg
image,,2_node_30,2,,1,13.310565,-10.935588,5.678087,12518.jpg
image,,2_node_30,2,,1,13.192703,-10.7784195,6.2270823,7354.jpg
image,,2_node_30,2,,1,13.1607,-10.899162,5.561961,5044.jpg
image,,2_node_30,2,,1,13.252685,-10.94962,5.8393173,18699.jpg
image,,2_node_30,2,,1,13.323078,-10.794914,6.1523957,7885.jpg
image,,2_node_30,2,,1,13.24382,-10.997068,5.919853,4924.jpg
image,,2_node_32,2,,1,13.373088,-10.491681,5.3814287,16244.jpg
image,,2_node_32,2,,1,13.170487,-10.561,5.386286,574.jpg
image,,2_node_32,2,,1,13.305313,-10.383933,5.5211015,19794.jpg
image,,2_node_32,2,,1,13.11696,-10.678043,5.3958554,12433.jpg
image,,2_node_32,2,,1,13.34912,-10.430793,5.5495853,12191.jpg
image,,2_node_32,2,,1,13.185899,-10.533918,5.586625,6667.jpg
image,,2_node_32,2,,1,13.431198,-10.428353,5.5754795,3994.jpg
image,,2_node_32,2,,1,13.431023,-10.236387,5.545062,10221.jpg
image,,2_node_32,2,,1,13.348557,-10.103707,5.498675,1184.jpg
image,,2_node_33,2,,1,13.041817,-10.554402,5.383962,10895.jpg
image,,2_node_33,2,,1,12.956246,-10.425346,5.533908,280.jpg
image,,2_node_33,2,,1,12.879874,-10.747152,5.3007326,16533.jpg
image,,2_node_33,2,,1,13.061612,-10.53935,5.3107905,14140.jpg
image,,2_node_33,2,,1,13.16751,-10.6635475,5.2073164,9273.jpg
image,,2_node_33,2,,1,12.963779,-10.695672,5.1923,2721.jpg
image,,2_node_33,2,,1,13.125587,-10.708217,5.397839,5122.jpg
image,,2_node_33,2,,1,13.210527,-10.578781,5.2885923,2168.jpg
image,,2_node_33,2,,1,12.943634,-10.745915,5.3902593,10714.jpg
image,,2_node_33,2,,1,12.927263,-10.695981,5.298138,3305.jpg
image,,2_node_33,2,,1,13.186242,-10.663779,5.233282,16479.jpg
image,,2_node_2,2,,1,13.740096,-6.3762903,4.4060454,13094.jpg
image,,2_node_2,2,,1,13.571312,-6.2464423,4.4491315,8402.jpg
image,,2_node_2,2,,1,13.512689,-6.1885815,4.6261783,16030.jpg
image,,2_node_2,2,,1,13.622688,-6.192631,4.503895,744.jpg
image,,2_node_2,2,,1,13.643059,-6.312632,4.3437333,14407.jpg
image,,2_node_2,2,,1,13.481512,-6.165835,4.582798,14593.jpg
image,,2_node_2,2,,1,13.554011,-6.22185,4.597983,18480.jpg
image,,2_node_2,2,,1,13.596223,-6.195861,4.529972,17808.jpg
image,,2_node_2,2,,1,13.536517,-6.268753,4.6211896,6837.jpg
image,,2_node_2,2,,1,13.590147,-6.319637,4.6258526,8248.jpg
image,,2_node_2,2,,1,13.524026,-6.210689,4.552084,2460.jpg
image,,2_node_2,2,,1,13.587311,-6.2157598,4.540127,2062.jpg
image,,2_node_23,2,,1,13.726457,-7.7867727,3.1979883,9485.jpg
image,,2_node_23,2,,1,13.848181,-7.6643624,3.1396863,11698.jpg
image,,2_node_23,2,,1,13.855783,-7.822909,3.1759067,1178.jpg
image,,2_node_23,2,,1,13.701865,-7.7642603,3.2026944,1138.jpg
image,,2_node_23,2,,1,13.750327,-8.007409,3.306163,15814.jpg
image,,2_node_23,2,,1,13.871336,-7.6252627,3.084083,14394.jpg
image,,2_node_23,2,,1,13.772193,-7.7934694,3.2294908,3218.jpg
image,,2_node_23,2,,1,13.777545,-7.870217,3.149718,11238.jpg
image,,2_node_23,2,,1,13.809916,-7.3944535,3.054105,16165.jpg
image,,2_node_23,2,,1,13.8774185,-7.817712,3.1437414,12759.jpg
image,,2_node_23,2,,1,13.819987,-7.6205544,3.065558,14492.jpg
image,,2_node_23,2,,1,13.716552,-7.5961366,3.0520613,2063.jpg
image,,2_node_23,2,,1,13.830285,-7.908988,3.2197642,11807.jpg
image,,2_node_11,2,,1,13.644662,-6.471761,3.9188921,14865.jpg
image,,2_node_11,2,,1,13.213745,-6.577717,4.0196595,18999.jpg
image,,2_node_11,2,,1,13.242684,-6.4593635,3.9666762,14706.jpg
image,,2_node_11,2,,1,13.288096,-6.6220903,3.9770129,10775.jpg
image,,2_node_11,2,,1,13.277441,-6.7587733,3.8809707,17803.jpg
image,,2_node_11,2,,1,13.251934,-6.587213,3.9869263,217.jpg
image,,2_node_11,2,,1,13.79186,-6.4065113,3.9127066,12589.jpg
image,,2_node_11,2,,1,13.097094,-6.565402,4.225089,13038.jpg
image,,2_node_11,2,,1,13.1080265,-6.5951886,4.174528,17190.jpg
image,,2_node_11,2,,1,13.5128765,-6.585985,3.9658244,18787.jpg
image,,2_node_11,2,,1,13.4141245,-6.4252133,4.114698,16802.jpg
image,,2_node_11,2,,1,13.287109,-6.582947,3.9385352,2272.jpg
image,,2_node_11,2,,1,13.092557,-6.639847,4.1539907,300.jpg
image,,2_node_11,2,,1,13.467205,-6.3846245,4.0674095,9077.jpg
image,,2_node_11,2,,1,13.6785145,-6.4473095,4.1696606,180.jpg
image,,2_node_11,2,,1,13.219186,-6.480224,4.215861,19716.jpg
image,,2_node_11,2,,1,13.307101,-6.548139,3.97519,11184.jpg
image,,2_node_24,2,,1,14.520614,-7.2348957,3.5311546,19112.jpg
image,,2_node_24,2,,1,14.3911295,-7.169738,3.712607,17942.jpg
image,,2_node_24,2,,1,14.5002775,-7.12229,3.3765938,10740.jpg
image,,2_node_24,2,,1,14.56655,-7.174253,3.594584,1890.jpg
image,,2_node_24,2,,1,14.34604,-6.9546447,3.5852542,8834.jpg
image,,2_node_24,2,,1,14.417761,-7.1720133,3.659904,7655.jpg
image,,2_node_24,2,,1,14.53304,-7.1480703,3.3798547,5194.jpg
image,,2_node_24,2,,1,14.637699,-7.1139627,3.4429536,14468.jpg
image,,2_node_24,2,,1,14.260875,-7.189799,3.5682912,12466.jpg
image,,2_node_24,2,,1,14.418834,-7.3237333,3.4342914,4731.jpg
image,,2_node_24,2,,1,14.55124,-7.152441,3.5000927,15447.jpg
image,,2_node_24,2,,1,14.598073,-7.124448,3.6996613,7879.jpg
image,,2_node_29,2,,1,14.086611,-6.806106,3.2265427,6845.jpg
image,,2_node_29,2,,1,14.2466,-6.7820444,3.2663147,87.jpg
image,,2_node_29,2,,1,14.030332,-6.660402,3.3477304,5454.jpg
image,,2_node_29,2,,1,14.152224,-6.54707,3.4124384,15476.jpg
image,,2_node_29,2,,1,13.9625435,-6.6656313,3.4032416,8605.jpg
image,,2_node_29,2,,1,14.359232,-6.5763507,3.4506948,18129.jpg
image,,2_node_29,2,,1,14.110885,-6.639305,3.314011,5147.jpg
image,,2_node_29,2,,1,14.046216,-6.5615916,3.3384254,7669.jpg
image,,2_node_29,2,,1,14.169625,-6.54841,3.3744864,7950.jpg
image,,2_node_29,2,,1,14.1774235,-6.714183,3.2135804,5256.jpg
image,,2_node_8,2,,1,14.27262,-6.7961226,4.1848464,5023.jpg
image,,2_node_8,2,,1,14.445924,-6.878716,4.2419133,8469.jpg
image,,2_node_8,2,,1,14.229881,-6.8545213,4.2377567,6874.jpg
image,,2_node_8,2,,1,14.236824,-6.7923384,4.4376974,719.jpg
image,,2_node_8,2,,1,14.190591,-6.815324,4.345485,2377.jpg
image,,2_node_8,2,,1,14.07948,-6.697153,4.101373,4865.jpg
image,,2_node_8,2,,1,14.073935,-6.6667814,4.338222,4805.jpg
image,,2_node_8,2,,1,13.7492,-6.6537776,4.3488827,10982.jpg
image,,2_node_8,2,,1,14.168273,-6.7468004,4.3662806,11653.jpg
image,,2_node_8,2,,1,14.290651,-6.723386,4.176853,17701.jpg
image,,2_node_8,2,,1,13.876008,-6.621119,4.4592624,8739.jpg
image,,2_node_8,2,,1,13.969024,-6.7677975,4.3866816,6208.jpg
image,,2_node_8,2,,1,14.215421,-6.8443003,4.5092573,9857.jpg
image,,2_node_8,2,,1,13.894037,-6.570397,4.4120727,17060.jpg
image,,2_node_8,2,,1,13.701793,-6.6708107,4.416587,13841.jpg
image,,2_node_8,2,,1,14.069325,-6.691097,4.452314,5777.jpg
image,,2_node_8,2,,1,14.003339,-6.5265455,4.3804483,19676.jpg
image,,2_node_8,2,,1,13.991042,-6.601489,4.4003944,14552.jpg
image,,2_node_8,2,,1,13.768214,-6.542135,4.5056834,9494.jpg
image,,2_node_8,2,,1,14.049663,-6.730119,4.4300594,1857.jpg
image,,2_node_8,2,,1,14.090516,-6.6527243,4.3150096,12403.jpg
image,,2_node_8,2,,1,14.190255,-6.747319,4.2155604,8663.jpg
image,,2_node_8,2,,1,14.343773,-6.8704696,4.252249,15009.jpg
image,,2_node_8,2,,1,14.293854,-6.7502065,3.9933949,17666.jpg
image,,2_node_8,2,,1,14.366995,-6.740593,4.331492,6960.jpg
image,,2_node_8,2,,1,14.060021,-6.7040415,4.442035,14100.jpg
image,,2_node_8,2,,1,14.175035,-6.7353077,4.528867,17759.jpg
