type,node_id,parent_id,planet_id,depth,size,x,y,z,image_id
image,,2_node_8,2,,1,14.361405,-6.8068323,4.3417444,5516.jpg
image,,2_node_8,2,,1,14.313957,-6.7629437,4.3929434,1318.jpg
image,,2_node_26,2,,1,13.693918,-7.43073,3.1616282,1982.jpg
image,,2_node_26,2,,1,13.343403,-7.148437,3.6738636,19878.jpg
image,,2_node_26,2,,1,14.000569,-7.523461,3.212145,15093.jpg
image,,2_node_26,2,,1,14.161379,-7.4946465,3.266661,15096.jpg
image,,2_node_26,2,,1,14.210198,-7.5806274,3.2485635,12429.jpg
image,,2_node_26,2,,1,13.638314,-7.3649936,3.0343745,15817.jpg
image,,2_node_26,2,,1,13.367283,-7.134595,3.4353638,17087.jpg
image,,2_node_26,2,,1,13.456797,-7.1886783,3.267105,14635.jpg
image,,2_node_26,2,,1,13.522596,-7.1854014,3.2540846,17101.jpg
image,,2_node_26,2,,1,13.77992,-7.305709,3.0540721,9664.jpg
image,,2_node_26,2,,1,13.730382,-7.336191,3.2638512,10947.jpg
image,,2_node_26,2,,1,13.539115,-7.283662,3.2265465,431.jpg
image,,2_node_26,2,,1,13.677945,-7.2270575,3.2680311,934.jpg
image,,2_node_26,2,,1,13.402067,-7.246921,3.4999568,10887.jpg
image,,2_node_26,2,,1,13.682196,-7.2012415,3.302864,326.jpg
image,,2_node_26,2,,1,13.738046,-7.041479,3.0048823,16661.jpg
image,,2_node_26,2,,1,13.404777,-7.2235365,3.1626039,2075.jpg
image,,2_node_26,2,,1,13.533333,-7.237928,3.2943377,9780.jpg
image,,2_node_26,2,,1,13.675013,-7.356033,3.015467,7785.jpg
image,,2_node_26,2,,1,13.830685,-7.1737003,3.05666,4767.jpg
image,,2_node_26,2,,1,13.750088,-7.2504897,3.401708,5052.jpg
image,,2_node_26,2,,1,13.649649,-7.021697,3.2071557,18409.jpg
image,,2_node_26,2,,1,14.199141,-7.632668,3.2443016,17402.jpg
image,,2_node_26,2,,1,13.300573,-7.128095,3.5146275,19356.jpg
image,,2_node_26,2,,1,13.454768,-7.194682,3.3805878,5021.jpg
image,,2_node_26,2,,1,13.967171,-7.4299655,3.3240688,12309.jpg
image,,2_node_26,2,,1,13.316225,-7.1998243,3.520379,18089.jpg
image,,2_node_26,2,,1,13.734725,-7.36804,3.2704005,11751.jpg
image,,2_node_25,2,,1,14.264399,-7.31378,3.274872,17356.jpg
image,,2_node_25,2,,1,14.189621,-7.41957,3.3734214,14354.jpg
image,,2_node_25,2,,1,14.149886,-7.5618777,3.5614657,19705.jpg
image,,2_node_25,2,,1,14.21398,-7.600247,3.5749574,2963.jpg
image,,2_node_25,2,,1,14.216944,-7.357748,3.2188194,9074.jpg
image,,2_node_25,2,,1,14.0607195,-7.6267753,3.577777,1709.jpg
image,,2_node_25,2,,1,14.097773,-7.6352463,3.6971288,8457.jpg
image,,2_node_25,2,,1,14.308305,-7.2638206,3.2251518,14076.jpg
image,,2_node_25,2,,1,14.047255,-7.575469,3.5416195,10826.jpg
image,,2_node_25,2,,1,14.122495,-7.6366334,3.4704819,7727.jpg
image,,2_node_25,2,,1,14.089359,-7.6029615,3.61724,4514.jpg
image,,2_node_25,2,,1,14.3241415,-7.2815146,3.1663313,6745.jpg
image,,2_node_25,2,,1,14.315699,-7.5067844,3.4053786,17363.jpg
image,,2_node_25,2,,1,13.988538,-7.771874,3.5966208,6858.jpg
image,,2_node_25,2,,1,14.185078,-7.169788,3.1316435,6359.jpg
image,,2_node_25,2,,1,14.34119,-7.434264,3.1942828,3426.jpg
image,,2_node_25,2,,1,14.031574,-7.667088,3.6871867,9375.jpg
image,,2_node_25,2,,1,13.981499,-7.6768327,3.6498504,1014.jpg
image,,2_node_25,2,,1,14.222946,-7.5633135,3.4081466,19459.jpg
image,,2_node_25,2,,1,14.26456,-7.50689,3.3412454,16407.jpg
image,,2_node_5,2,,1,13.476473,-6.8315554,3.6538968,4403.jpg
image,,2_node_5,2,,1,13.333858,-6.8538003,3.4585161,15412.jpg
image,,2_node_5,2,,1,13.331883,-6.881145,3.3689687,10122.jpg
image,,2_node_5,2,,1,13.292631,-7.0004992,3.3931015,3235.jpg
image,,2_node_5,2,,1,13.259111,-6.8084354,3.5422273,10494.jpg
image,,2_node_27,2,,1,14.097853,-7.353752,3.2248542,19627.jpg
image,,2_node_27,2,,1,14.1712,-7.004169,3.3764102,5385.jpg
image,,2_node_27,2,,1,14.1721525,-7.1096435,3.1613984,9017.jpg
image,,2_node_27,2,,1,14.081405,-6.869454,3.1237428,481.jpg
image,,2_node_27,2,,1,14.329811,-7.0373363,3.0675032,10373.jpg
image,,2_node_27,2,,1,13.964617,-7.218557,3.0006394,3812.jpg
image,,2_node_27,2,,1,14.263483,-6.953973,3.19698,15656.jpg
image,,2_node_27,2,,1,14.220784,-6.980469,3.1047347,19411.jpg
